ID Keluhan,Tanggal Masuk,Keluhan,Dinas Terkait,Topik Keluhan,keluhan_clean,topik_clean,teks_gabungan,is_spam,prioritas
931,17 Juli 2023,Papan reklame/baliho yang menghalangi pandangan pengendara di tikungan,Dinas Perhubungan,Reklame,papan reklamebaliho yang menghalangi pandangan pengendara di tikungan,reklame,reklame papan reklamebaliho yang menghalangi pandangan pengendara di tikungan,0,Rendah
932,17 Juli 2023,Keberadaan jemuran, kandang ayam, tumpukan barang bekas di sekitar makam,keberadaan jemuran,tumpukan barang bekas di sekitar makam,tumpukan barang bekas di sekitar makam keberadaan jemuran,0,Sedang
933,24 Juli 2023,Reklame tetap yang menutupi rambu lalu lintas,Dinas Perhubungan,Reklame,reklame tetap yang menutupi rambu lalu lintas,reklame,reklame reklame tetap yang menutupi rambu lalu lintas,0,Rendah
934,24 Juli 2023,Reklame baliho APK yang tidak berizin,Dinas Perhubungan,Reklame,reklame baliho apk yang tidak berizin,reklame,reklame reklame baliho apk yang tidak berizin,0,Rendah
935,21 Juli 2023,Keberadaan badut yang meminta-minta dengan membawa anak kecil,Dinas Sosial,Sosial,keberadaan badut yang memintaminta dengan membawa anak kecil,sosial,sosial keberadaan badut yang memintaminta dengan membawa anak kecil,0,Sedang
936,26 Juli 2023,Polusi suara dan polusi udara dari usaha industri kayu,Dinas Lingkungan Hidup,Polusi Suara,polusi suara dan polusi udara dari usaha industri kayu,polusi suara,polusi suara polusi suara dan polusi udara dari usaha industri kayu,0,Sedang
937,31 Juli 2023,Keberadaan rombong es degan yang mengganggu lingkungan,Dinas Lingkungan Hidup,Sosial,keberadaan rombong es degan yang mengganggu lingkungan,sosial,sosial keberadaan rombong es degan yang mengganggu lingkungan,0,Sedang
938,3 Agustus 2023,PKL di atas fasilitas umum (saluran air),Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),PKL,pkl di atas fasilitas umum saluran air,pkl,pkl pkl di atas fasilitas umum saluran air,0,Sedang
939,1 Agustus 2023,Reklame tema politik yang mengganggu pengendara,Dinas Perhubungan,Reklame,reklame tema politik yang mengganggu pengendara,reklame,reklame reklame tema politik yang mengganggu pengendara,0,Rendah
940,21 Agustus 2023,Reklame insidentil,Dinas Perhubungan,Reklame,reklame insidentil,reklame,reklame reklame insidentil,1,Spam
941,21 Agustus 2023,PKL di atas fasilitas umum (badan jalan),Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),PKL,pkl di atas fasilitas umum badan jalan,pkl,pkl pkl di atas fasilitas umum badan jalan,0,Sedang
942,24 Agustus 2023,Polusi suara dari aktivitas warung Wow,Dinas Lingkungan Hidup,Polusi Suara,polusi suara dari aktivitas warung wow,polusi suara,polusi suara polusi suara dari aktivitas warung wow,0,Sedang
943,24 Agustus 2023,Dugaan pencurian listrik oleh usaha fotocopy di parkiran Satpas SIM,Perusahaan Listrik Negara (PLN),Listrik,dugaan pencurian listrik oleh usaha fotocopy di parkiran satpas sim,listrik,listrik dugaan pencurian listrik oleh usaha fotocopy di parkiran satpas sim,0,Sedang
944,2023-09-06 00:00:00,Barang dagangan toko masker dan jus yang diletakkan di atas trotoar dan bahu jalan,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),PKL,barang dagangan toko masker dan jus yang diletakkan di atas trotoar dan bahu jalan,pkl,pkl barang dagangan toko masker dan jus yang diletakkan di atas trotoar dan bahu jalan,0,Sedang
945,2023-09-05 00:00:00,Gangguan Trantibum dari Café Kidang Djaya,Dinas Lingkungan Hidup,Polusi Suara,gangguan trantibum dari caf kidang djaya,polusi suara,polusi suara gangguan trantibum dari caf kidang djaya,0,Sedang
946,2023-09-11 00:00:00,PKL bunga yang mengganggu akses keluar masuk pemilik ruko,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),PKL,pkl bunga yang mengganggu akses keluar masuk pemilik ruko,pkl,pkl pkl bunga yang mengganggu akses keluar masuk pemilik ruko,0,Sedang
947,2023-09-13 00:00:00,Penutupan jalan menuju aset pemerintah kota Malang,Dinas Perhubungan,Infrastruktur,penutupan jalan menuju aset pemerintah kota malang,infrastruktur,infrastruktur penutupan jalan menuju aset pemerintah kota malang,0,Sedang
948,2023-09-23 00:00:00,Gangguan Trantibum (polusi udara dan suara) dari aktivitas mebel,Dinas Lingkungan Hidup,Polusi Udara,gangguan trantibum polusi udara dan suara dari aktivitas mebel,polusi udara,polusi udara gangguan trantibum polusi udara dan suara dari aktivitas mebel,0,Sedang
949,2023-09-22 00:00:00,Gangguan Trantibum (polusi suara) dari aktivitas live musik Café Alfa X,Dinas Lingkungan Hidup,Polusi Suara,gangguan trantibum polusi suara dari aktivitas live musik caf alfa x,polusi suara,polusi suara gangguan trantibum polusi suara dari aktivitas live musik caf alfa x,0,Sedang
950,2 Januari 2023,Keberadaan PKL, anak kecil yang bermain bola di jalan kampung, dan grobak sampah di pinggir jalan,keberadaan pkl,dan grobak sampah di pinggir jalan,dan grobak sampah di pinggir jalan keberadaan pkl,0,Sedang
951,2 Januari 2023,Polusi suara warung kopi Podo Tresno dan Warkop Keysa,Dinas Lingkungan Hidup,Polusi Suara,polusi suara warung kopi podo tresno dan warkop keysa,polusi suara,polusi suara polusi suara warung kopi podo tresno dan warkop keysa,0,Sedang
952,3 Januari 2023,Pengambilan lahan secara paksa,Badan Pertanahan Nasional (BPN),Tanah,pengambilan lahan secara paksa,tanah,tanah pengambilan lahan secara paksa,0,Tinggi
953,9 Januari 2023,Tiang bambu bendera partai yang membahayakan pengendara di sisi fly over,Dinas Perhubungan,Infrastruktur,tiang bambu bendera partai yang membahayakan pengendara di sisi fly over,infrastruktur,infrastruktur tiang bambu bendera partai yang membahayakan pengendara di sisi fly over,0,Sedang
954,9 Januari 2023,PKL yang berjualan di depan pintu masuk Griya Santa Blok N,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),PKL,pkl yang berjualan di depan pintu masuk griya santa blok n,pkl,pkl pkl yang berjualan di depan pintu masuk griya santa blok n,0,Sedang
955,11 Januari 2023,Polusi suara warung sekitar Tawira,Dinas Lingkungan Hidup,Polusi Suara,polusi suara warung sekitar tawira,polusi suara,polusi suara polusi suara warung sekitar tawira,0,Sedang
956,12 Januari 2023,Papan reklame bando yang sudah tidak layak/rapuh,Dinas Perhubungan,Reklame,papan reklame bando yang sudah tidak layakrapuh,reklame,reklame papan reklame bando yang sudah tidak layakrapuh,0,Rendah
957,16 Januari 2023,Permohonan penertiban PKL di sepanjang Jl. Bandung depan sekolah MIN 1, MTsN 1, MAN2,permohonan penertiban pkl di sepanjang jl bandung depan sekolah min,man,man permohonan penertiban pkl di sepanjang jl bandung depan sekolah min,0,Sedang
958,17 Januari 2023,Polusi suara Unmer,Dinas Lingkungan Hidup,Polusi Suara,polusi suara unmer,polusi suara,polusi suara polusi suara unmer,0,Sedang
959,6 Januari 2023,Polusi suara musik Cafe IU,Dinas Lingkungan Hidup,Polusi Suara,polusi suara musik cafe iu,polusi suara,polusi suara polusi suara musik cafe iu,0,Sedang
960,19 Januari 2023,Bendera parpol yang mengganggu,Dinas Perhubungan,Reklame,bendera parpol yang mengganggu,reklame,reklame bendera parpol yang mengganggu,0,Rendah
961,20 Januari 2023,Keberadaan PKL di sepanjang pintu masuk/pagar RSSA Saiful Anwar,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),PKL,keberadaan pkl di sepanjang pintu masukpagar rssa saiful anwar,pkl,pkl keberadaan pkl di sepanjang pintu masukpagar rssa saiful anwar,0,Sedang
962,20 Januari 2023,ODGJ yang meresahkan,Dinas Sosial,ODGJ,odgj yang meresahkan,odgj,odgj odgj yang meresahkan,0,Tinggi
963,30 Januari 2023,Talang air bocor mengalir ke rumah tetangga,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),Air,talang air bocor mengalir ke rumah tetangga,air,air talang air bocor mengalir ke rumah tetangga,0,Sedang
964,1 Februari 2023,Reklame tetap yang diduga tidak berizin,Dinas Perhubungan,Reklame,reklame tetap yang diduga tidak berizin,reklame,reklame reklame tetap yang diduga tidak berizin,0,Rendah
965,13 Februari 2023,Reklame yang membahayakan pengguna jalan,Dinas Perhubungan,Reklame,reklame yang membahayakan pengguna jalan,reklame,reklame reklame yang membahayakan pengguna jalan,0,Rendah
966,1 Februari 2023,Penggunaan fasilitas umum/PSU untuk kepentingan pribadi,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),Infrastruktur,penggunaan fasilitas umumpsu untuk kepentingan pribadi,infrastruktur,infrastruktur penggunaan fasilitas umumpsu untuk kepentingan pribadi,0,Sedang
967,1 Februari 2023,Pembangunan pos di atas saluran air,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),Air,pembangunan pos di atas saluran air,air,air pembangunan pos di atas saluran air,0,Sedang
968,21 Februari 2023,Reklame yang diduga provokatif (Anis),Dinas Perhubungan,Reklame,reklame yang diduga provokatif anis,reklame,reklame reklame yang diduga provokatif anis,0,Rendah
969,26 Januari 2023,Permohonan penertiban bangunan yang menempati lahan orang lain (Hajj Chicken),Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),Infrastruktur,permohonan penertiban bangunan yang menempati lahan orang lain hajj chicken,infrastruktur,infrastruktur permohonan penertiban bangunan yang menempati lahan orang lain hajj chicken,0,Sedang
970,1 Februari 2023,Pohon dan pot bunga di atas fasilitas umum,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),Infrastruktur,pohon dan pot bunga di atas fasilitas umum,infrastruktur,infrastruktur pohon dan pot bunga di atas fasilitas umum,0,Sedang
971,9 Februari 2023,Permohonan penertiban PKL di fasilitas umum,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),PKL,permohonan penertiban pkl di fasilitas umum,pkl,pkl permohonan penertiban pkl di fasilitas umum,0,Sedang
972,8 Februari 2023,Pemberitahuan aset Pemkot yang dipergunakan masyarakat untuk warung/bedak,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),Infrastruktur,pemberitahuan aset pemkot yang dipergunakan masyarakat untuk warungbedak,infrastruktur,infrastruktur pemberitahuan aset pemkot yang dipergunakan masyarakat untuk warungbedak,0,Sedang
973,21 Februari 2023,Permohonan penertiban reklame tetap yang mengganggu akses jalan,Dinas Perhubungan,Reklame,permohonan penertiban reklame tetap yang mengganggu akses jalan,reklame,reklame permohonan penertiban reklame tetap yang mengganggu akses jalan,0,Rendah
974,26 Februari 2023,Pemondokan bebas,Dinas Sosial,Sosial,pemondokan bebas,sosial,sosial pemondokan bebas,1,Spam
975,28 Februari 2023,Reklame rusak yang membahayakan pengguna jalan,Dinas Perhubungan,Reklame,reklame rusak yang membahayakan pengguna jalan,reklame,reklame reklame rusak yang membahayakan pengguna jalan,0,Rendah
976,28 Februari 2023,Keberadaan pedagang kaki lima di jalur hijau,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),PKL,keberadaan pedagang kaki lima di jalur hijau,pkl,pkl keberadaan pedagang kaki lima di jalur hijau,0,Sedang
977,4 Maret 2023,Polusi suara kegaduhan supermarket Alfa X,Dinas Lingkungan Hidup,Polusi Suara,polusi suara kegaduhan supermarket alfa x,polusi suara,polusi suara polusi suara kegaduhan supermarket alfa x,0,Sedang
978,7 Maret 2023,Gangguan Trantibum di Perumahan Akhtara Residence,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),Sosial,gangguan trantibum di perumahan akhtara residence,sosial,sosial gangguan trantibum di perumahan akhtara residence,0,Sedang
979,13 Maret 2023,Polusi suara di Kabukicho,Dinas Lingkungan Hidup,Polusi Suara,polusi suara di kabukicho,polusi suara,polusi suara polusi suara di kabukicho,0,Sedang
980,20 Maret 2023,Keberadaan rumah pohon di fasum,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),Infrastruktur,keberadaan rumah pohon di fasum,infrastruktur,infrastruktur keberadaan rumah pohon di fasum,0,Sedang
981,20 Maret 2023,Kabel yang menjuntai di tengah jalan,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),Infrastruktur,kabel yang menjuntai di tengah jalan,infrastruktur,infrastruktur kabel yang menjuntai di tengah jalan,0,Sedang
982,20 Maret 2023,Warung nasi goreng yang dicampur dengan daging babi,Dinas Kesehatan,Makanan,warung nasi goreng yang dicampur dengan daging babi,makanan,makanan warung nasi goreng yang dicampur dengan daging babi,0,Sedang
983,21 Maret 2023,Warung yang berdiri di RTH dan parkir liar,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),Infrastruktur,warung yang berdiri di rth dan parkir liar,infrastruktur,infrastruktur warung yang berdiri di rth dan parkir liar,0,Sedang
984,29 Maret 2023,Spanduk penolakan satu arah Kayutangan,Dinas Perhubungan,Reklame,spanduk penolakan satu arah kayutangan,reklame,reklame spanduk penolakan satu arah kayutangan,0,Rendah
985,2023-04-03 00:00:00,ODGJ yang meresahkan warga,Dinas Sosial,ODGJ,odgj yang meresahkan warga,odgj,odgj odgj yang meresahkan warga,0,Tinggi
986,2023-04-17 00:00:00,Gangguan Trantibum dari Café Janimani,Dinas Lingkungan Hidup,Polusi Suara,gangguan trantibum dari caf janimani,polusi suara,polusi suara gangguan trantibum dari caf janimani,0,Sedang
987,2023-04-27 00:00:00,Bangunan liar di fasilitas umum,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),Infrastruktur,bangunan liar di fasilitas umum,infrastruktur,infrastruktur bangunan liar di fasilitas umum,0,Sedang
988,7 Mei 2023,ODGJ yang meresahkan warga,Dinas Sosial,ODGJ,odgj yang meresahkan warga,odgj,odgj odgj yang meresahkan warga,0,Tinggi
989,11 Mei 2023,Penutupan jalan (kegiatan pengajian),Dinas Perhubungan,Infrastruktur,penutupan jalan kegiatan pengajian,infrastruktur,infrastruktur penutupan jalan kegiatan pengajian,0,Sedang
990,9 Mei 2023,Permohonan penertiban PKL di lahan Pemkot,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),PKL,permohonan penertiban pkl di lahan pemkot,pkl,pkl permohonan penertiban pkl di lahan pemkot,0,Sedang
991,11 Mei 2023,Gangguan Trantibum dari pengamen angklung,Dinas Sosial,Sosial,gangguan trantibum dari pengamen angklung,sosial,sosial gangguan trantibum dari pengamen angklung,0,Sedang
992,22 Mei 2023,Tunawisma sakit yang terlantar,Dinas Sosial,Sosial,tunawisma sakit yang terlantar,sosial,sosial tunawisma sakit yang terlantar,0,Sedang
993,22 Mei 2023,Gangguan Trantibum dari pengunjung rental PS Quantum yang teriak dan berkata kotor,Dinas Lingkungan Hidup,Polusi Suara,gangguan trantibum dari pengunjung rental ps quantum yang teriak dan berkata kotor,polusi suara,polusi suara gangguan trantibum dari pengunjung rental ps quantum yang teriak dan berkata kotor,0,Sedang
994,24 Mei 2023,Barang-barang bengkel Sodo Sakti yang memakan jalan dan membahayakan pengguna jalan,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),Infrastruktur,barangbarang bengkel sodo sakti yang memakan jalan dan membahayakan pengguna jalan,infrastruktur,infrastruktur barangbarang bengkel sodo sakti yang memakan jalan dan membahayakan pengguna jalan,0,Sedang
995,26 Mei 2023,Permohonan penertiban PKL di atas fasilitas umum,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),PKL,permohonan penertiban pkl di atas fasilitas umum,pkl,pkl permohonan penertiban pkl di atas fasilitas umum,0,Sedang
996,29 Mei 2023,ODGJ yang meresahkan warga,Dinas Sosial,ODGJ,odgj yang meresahkan warga,odgj,odgj odgj yang meresahkan warga,0,Tinggi
997,26 Mei 2023,Permohonan penertiban PKL,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),PKL,permohonan penertiban pkl,pkl,pkl permohonan penertiban pkl,0,Sedang
998,24 Mei 2023,Gangguan polusi suara dari sound sistem warung Saya Sayang,Dinas Lingkungan Hidup,Polusi Suara,gangguan polusi suara dari sound sistem warung saya sayang,polusi suara,polusi suara gangguan polusi suara dari sound sistem warung saya sayang,0,Sedang
999,12 Juni 2023,Permohonan penertiban bangunan semi permanen PKL di atas fasum,Dinas Pekerjaan Umum dan Perumahan Rakyat (PUPR),PKL,permohonan penertiban bangunan semi permanen pkl di atas fasum,pkl,pkl permohonan penertiban bangunan semi permanen pkl di atas fasum,0,Sedang
1000,12 Juni 2023,Rental PS Treebox yang menyediakan VIP room,Dinas Lingkungan Hidup,Sosial,rental ps treebox yang menyediakan vip room,sosial,sosial rental ps treebox yang menyediakan vip room,0,Sedang
1001,2 Januari 2023,Dapatkan voucher gratis 500 ribu! Klaim sekarang sebelum habis,-,Promo,dapatkan voucher gratis ribu klaim sekarang sebelum habis,promo,promo dapatkan voucher gratis ribu klaim sekarang sebelum habis,1,Spam
1002,3 Januari 2023,Investasi cepat kaya tanpa modal!,-,Finansial,investasi cepat kaya tanpa modal,finansial,finansial investasi cepat kaya tanpa modal,1,Spam
1003,4 Januari 2023,Slot online jackpot 100 juta menanti Anda,-,Judi,slot online jackpot juta menanti anda,judi,judi slot online jackpot juta menanti anda,1,Spam
1004,5 Januari 2023,Klik link ini untuk aktivasi kode OTP dan hadiah gratis,-,Penipuan,klik link ini untuk aktivasi kode otp dan hadiah gratis,penipuan,penipuan klik link ini untuk aktivasi kode otp dan hadiah gratis,1,Spam
1005,6 Januari 2023,Promo besar beli 1 gratis 1 hari ini saja,-,Promo,promo besar beli gratis hari ini saja,promo,promo promo besar beli gratis hari ini saja,1,Spam
1006,7 Januari 2023,Test coba asdf 123 qwerty,-,Testing / Acak,test coba asdf qwerty,testing acak,testing acak test coba asdf qwerty,1,Spam
1007,8 Januari 2023,Dapatkan followers dan likes otomatis sekarang!,-,Sosial Media,dapatkan followers dan likes otomatis sekarang,sosial media,sosial media dapatkan followers dan likes otomatis sekarang,0,Sedang
1008,9 Januari 2023,Bo murah pijat plus tersedia untuk Anda,-,Dewasa / Ilegal,bo murah pijat plus tersedia untuk anda,dewasa ilegal,dewasa ilegal bo murah pijat plus tersedia untuk anda,0,Sedang
1009,10 Januari 2023,Robot trading Binomo profit cepat kaya,-,Finansial,robot trading binomo profit cepat kaya,finansial,finansial robot trading binomo profit cepat kaya,1,Spam
1010,11 Januari 2023,"Undian hadiah menarik, klaim sekarang",-,Penipuan,undian hadiah menarik klaim sekarang,penipuan,penipuan undian hadiah menarik klaim sekarang,1,Spam
1011,12 Januari 2023,"Diskon 70% semua produk, beli sekarang",-,Promo,diskon semua produk beli sekarang,promo,promo diskon semua produk beli sekarang,1,Spam
1012,13 Januari 2023,Binary option untung besar dalam 1 hari,-,Finansial,binary option untung besar dalam hari,finansial,finansial binary option untung besar dalam hari,0,Sedang
1013,14 Januari 2023,"Daftar situs slot gacor, menang mudah",-,Judi,daftar situs slot gacor menang mudah,judi,judi daftar situs slot gacor menang mudah,1,Spam
1014,15 Januari 2023,Klik tautan ini untuk klaim hadiah,-,Penipuan,klik tautan ini untuk klaim hadiah,penipuan,penipuan klik tautan ini untuk klaim hadiah,1,Spam
1015,16 Januari 2023,Beli obat herbal tanpa efek samping,-,Kesehatan / Penipuan,beli obat herbal tanpa efek samping,kesehatan penipuan,kesehatan penipuan beli obat herbal tanpa efek samping,0,Tinggi
1016,17 Januari 2023,Gratis konsultasi online sekarang juga,-,Promo,gratis konsultasi online sekarang juga,promo,promo gratis konsultasi online sekarang juga,1,Spam
1017,18 Januari 2023,Asdf qwerty test coba 123,-,Testing / Acak,asdf qwerty test coba,testing acak,testing acak asdf qwerty test coba,1,Spam
1018,19 Januari 2023,Naik followers instan dengan 1 klik,-,Sosial Media,naik followers instan dengan klik,sosial media,sosial media naik followers instan dengan klik,0,Sedang
1019,20 Januari 2023,Bo murah chat dewasa tersedia,-,Dewasa / Ilegal,bo murah chat dewasa tersedia,dewasa ilegal,dewasa ilegal bo murah chat dewasa tersedia,0,Sedang
1020,21 Januari 2023,Robot trading cepat cair profit besar,-,Finansial,robot trading cepat cair profit besar,finansial,finansial robot trading cepat cair profit besar,0,Sedang
1021,22 Januari 2023,Klaim voucher belanja sebelum habis,-,Promo,klaim voucher belanja sebelum habis,promo,promo klaim voucher belanja sebelum habis,1,Spam
1022,23 Januari 2023,Slot online maxwin jackpot 1M,-,Judi,slot online maxwin jackpot m,judi,judi slot online maxwin jackpot m,1,Spam
1023,24 Januari 2023,Test input zxcv qwerty asdf,-,Testing / Acak,test input zxcv qwerty asdf,testing acak,testing acak test input zxcv qwerty asdf,1,Spam
1024,25 Januari 2023,Dapatkan hadiah menarik sekarang juga,-,Penipuan,dapatkan hadiah menarik sekarang juga,penipuan,penipuan dapatkan hadiah menarik sekarang juga,1,Spam
1025,26 Januari 2023,Promo beli 1 gratis 1 hari ini saja,-,Promo,promo beli gratis hari ini saja,promo,promo promo beli gratis hari ini saja,1,Spam
1026,27 Januari 2023,Klik link untuk verifikasi akun dan klaim hadiah,-,Penipuan,klik link untuk verifikasi akun dan klaim hadiah,penipuan,penipuan klik link untuk verifikasi akun dan klaim hadiah,1,Spam
1027,28 Januari 2023,Obat kuat pria dewasa beli sekarang,-,Dewasa / Ilegal,obat kuat pria dewasa beli sekarang,dewasa ilegal,dewasa ilegal obat kuat pria dewasa beli sekarang,0,Sedang
1028,29 Januari 2023,Investasi legal cepat kaya tanpa modal,-,Finansial,investasi legal cepat kaya tanpa modal,finansial,finansial investasi legal cepat kaya tanpa modal,1,Spam
1029,30 Januari 2023,Jackpot slot online menanti Anda,-,Judi,jackpot slot online menanti anda,judi,judi jackpot slot online menanti anda,1,Spam
1030,31 Januari 2023,Test coba 123 qwerty asdf,-,Testing / Acak,test coba qwerty asdf,testing acak,testing acak test coba qwerty asdf,1,Spam
1031,1 Februari 2023,Voucher gratis untuk pelanggan baru,-,Promo,voucher gratis untuk pelanggan baru,promo,promo voucher gratis untuk pelanggan baru,1,Spam
1032,2 Februari 2023,Robot trading Binomo menghasilkan profit,-,Finansial,robot trading binomo menghasilkan profit,finansial,finansial robot trading binomo menghasilkan profit,1,Spam
1033,3 Februari 2023,Situs judi poker online terpercaya,-,Judi,situs judi poker online terpercaya,judi,judi situs judi poker online terpercaya,1,Spam
1034,4 Februari 2023,Klik link klaim hadiah instan,-,Penipuan,klik link klaim hadiah instan,penipuan,penipuan klik link klaim hadiah instan,1,Spam
1035,5 Februari 2023,Obat herbal pelangsing aman dan cepat,-,Kesehatan / Penipuan,obat herbal pelangsing aman dan cepat,kesehatan penipuan,kesehatan penipuan obat herbal pelangsing aman dan cepat,0,Tinggi
1036,6 Februari 2023,Gratis konsultasi kesehatan online,-,Promo,gratis konsultasi kesehatan online,promo,promo gratis konsultasi kesehatan online,1,Spam
1037,7 Februari 2023,Testing 123 coba asdf qwerty,-,Testing / Acak,testing coba asdf qwerty,testing acak,testing acak testing coba asdf qwerty,1,Spam
1038,8 Februari 2023,Auto like dan followers naik cepat,-,Sosial Media,auto like dan followers naik cepat,sosial media,sosial media auto like dan followers naik cepat,0,Sedang
1039,9 Februari 2023,Chat dewasa tersedia sekarang,-,Dewasa / Ilegal,chat dewasa tersedia sekarang,dewasa ilegal,dewasa ilegal chat dewasa tersedia sekarang,0,Sedang
1040,10 Februari 2023,Investasi binary option cepat profit,-,Finansial,investasi binary option cepat profit,finansial,finansial investasi binary option cepat profit,1,Spam
1041,11 Februari 2023,Klaim voucher belanja 100 ribu,-,Promo,klaim voucher belanja ribu,promo,promo klaim voucher belanja ribu,1,Spam
1042,12 Februari 2023,Jackpot maxwin slot online menanti,-,Judi,jackpot maxwin slot online menanti,judi,judi jackpot maxwin slot online menanti,1,Spam
1043,13 Februari 2023,Test coba input zxcv qwert,-,Testing / Acak,test coba input zxcv qwert,testing acak,testing acak test coba input zxcv qwert,1,Spam
1044,14 Februari 2023,Dapatkan hadiah gratis hari ini,-,Penipuan,dapatkan hadiah gratis hari ini,penipuan,penipuan dapatkan hadiah gratis hari ini,1,Spam
1045,15 Februari 2023,Promo beli 2 gratis 1,-,Promo,promo beli gratis,promo,promo promo beli gratis,1,Spam
1046,16 Februari 2023,Klik tautan untuk klaim reward,-,Penipuan,klik tautan untuk klaim reward,penipuan,penipuan klik tautan untuk klaim reward,0,Sedang
1047,17 Februari 2023,Obat kuat pria dewasa beli cepat,-,Dewasa / Ilegal,obat kuat pria dewasa beli cepat,dewasa ilegal,dewasa ilegal obat kuat pria dewasa beli cepat,0,Sedang
1048,18 Februari 2023,Robot trading menghasilkan profit instan,-,Finansial,robot trading menghasilkan profit instan,finansial,finansial robot trading menghasilkan profit instan,0,Sedang
1049,19 Februari 2023,Situs judi slot gacor siap menang,-,Judi,situs judi slot gacor siap menang,judi,judi situs judi slot gacor siap menang,1,Spam
1050,20 Februari 2023,Test input 123 asdf qwerty,-,Testing / Acak,test input asdf qwerty,testing acak,testing acak test input asdf qwerty,1,Spam
1051,21 Februari 2023,Dapatkan voucher gratis 500 ribu. Klaim sekarang!,Kominfo,Promo,dapatkan voucher gratis ribu klaim sekarang,promo,promo dapatkan voucher gratis ribu klaim sekarang,1,Spam
1052,22 Februari 2023,Investasi cepat tanpa modal!,Kominfo,Finansial,investasi cepat tanpa modal,finansial,finansial investasi cepat tanpa modal,1,Spam
1053,23 Februari 2023,Slot online jackpot 100 juta menanti,Kominfo,Judi,slot online jackpot juta menanti,judi,judi slot online jackpot juta menanti,1,Spam
1054,24 Februari 2023,Klik link ini untuk aktivasi kode OTP dan hadiah gratis,Kominfo,Penipuan,klik link ini untuk aktivasi kode otp dan hadiah gratis,penipuan,penipuan klik link ini untuk aktivasi kode otp dan hadiah gratis,1,Spam
1055,25 Februari 2023,Promo beli 1 gratis 1 hari ini saja,Kominfo,Promo,promo beli gratis hari ini saja,promo,promo promo beli gratis hari ini saja,1,Spam
1056,26 Februari 2023,Test coba asdf 123 qwerty,Kominfo,Testing/Acak,test coba asdf qwerty,testingacak,testingacak test coba asdf qwerty,1,Spam
1057,27 Februari 2023,Dapatkan followers dan likes otomatis sekarang!,Kominfo,Sosial Media,dapatkan followers dan likes otomatis sekarang,sosial media,sosial media dapatkan followers dan likes otomatis sekarang,0,Sedang
1058,28 Februari 2023,Bo murah pijat plus tersedia untuk Anda,Kominfo,Dewasa/Ilegal,bo murah pijat plus tersedia untuk anda,dewasailegal,dewasailegal bo murah pijat plus tersedia untuk anda,0,Sedang
1059,29 Februari 2023,Robot trading Binomo profit cepat kaya,Kominfo,Finansial,robot trading binomo profit cepat kaya,finansial,finansial robot trading binomo profit cepat kaya,1,Spam
1060,30 Februari 2023,"Undian hadiah menarik, klaim sekarang",Kominfo,Penipuan,undian hadiah menarik klaim sekarang,penipuan,penipuan undian hadiah menarik klaim sekarang,1,Spam
1061,31 Februari 2023,"Diskon 70% semua produk, beli sekarang",Kominfo,Promo,diskon semua produk beli sekarang,promo,promo diskon semua produk beli sekarang,1,Spam
1062,32 Februari 2023,Binary option untung besar dalam 1 hari,Kominfo,Finansial,binary option untung besar dalam hari,finansial,finansial binary option untung besar dalam hari,0,Sedang
1063,33 Februari 2023,"Daftar situs slot gacor, menang mudah",Kominfo,Judi,daftar situs slot gacor menang mudah,judi,judi daftar situs slot gacor menang mudah,1,Spam
1064,34 Februari 2023,Klik tautan ini untuk klaim hadiah,Kominfo,Penipuan,klik tautan ini untuk klaim hadiah,penipuan,penipuan klik tautan ini untuk klaim hadiah,1,Spam
1065,35 Februari 2023,Beli obat herbal tanpa efek samping,Kominfo,Kesehatan/Penipuan,beli obat herbal tanpa efek samping,kesehatanpenipuan,kesehatanpenipuan beli obat herbal tanpa efek samping,0,Tinggi
1066,36 Februari 2023,Gratis konsultasi online sekarang juga,Kominfo,Promo,gratis konsultasi online sekarang juga,promo,promo gratis konsultasi online sekarang juga,1,Spam
